BHK,Address,Latitude,Longitude,Size(Acres),Deposit(Rs),Rent(Rs),Furnishing,Property Age,Available For, Immediate Possesion,Link
1, Electronic City,12.835,77.682,550,40000,10000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-electronic-city-bangalore-for-rs-10000/8a9f877d720e8cc20172120a8b376102/detail
1, Koramangala,12.927,77.638,500,50000,10000,UnFurnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in--koramangala-bangalore-for-rs-10000/8a9f91c472bc94f20172bdcaa5b07677/detail
1, Koramangala,12.927,77.638,500,50000,10000,UnFurnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in--koramangala-bangalore-for-rs-10000/8a9f91c472bc94f20172bdcaa5b07677/detail
2, Mallathahalli,12.957,77.502,700,90000,9000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-mallathahalli-bangalore-for-rs-9000/8a9faa8276f56af60176f5a0ed9f1199/detail
2, Whitefield,12.954,77.72,1040,100000,20000,Semi Furnished,5-10 years ,All,07-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-20000/8a9f9e8276cff5300176d0c566ca1462/detail
2, Binnipete,12.976,77.557,1240,300000,35000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-binnipete-bangalore-for-rs-35000/8a9f9325751c46d201751c8e537a2467/detail
3, Munnekollal,12.955,77.712,1540,100000,25000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-munnekollal-bangalore-for-rs-25000/8a9f93b47631bb3f017631db6db20bfa/detail
2, Anchepalya,12.886,77.455,1120,200000,20000,UnFurnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-anchepalya-bangalore-for-rs-20000/8a9f92e0742b1bfd01742f03f2f30dce/detail
2, Hongasandra,12.891,77.625,900,100000,15000,UnFurnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hongasandra-bangalore-for-rs-15000/ff808181655c7e090165609a82fc7e23/detail
2, Koramangala,12.927,77.638,1000,50000,17000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-koramangala-bangalore-for-rs-17000/8a9f93f072d59e6b0172db9a029924a5/detail
1, Electronic City,12.822,77.66,489,65000,13500,Full Furnished,1-3 years ,Bachelors,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-electronic-city-bangalore-for-rs-13500/8a9f935373f1b0160173f2ec500e0a72/detail
2, Electronic City,12.807,77.696,750,25000,8000,UnFurnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-electronic-city-bangalore-for-rs-8000/8a9f86ce70e2f6740170e3097d350a3a/detail
1, Kodigehalli,13.06,77.575,500,70000,7000,Semi Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-kodigehalli-bangalore-for-rs-7000/ff8081815ec82bb8015ec84062a10aa5/detail
1, Nagasandra,13.039,77.504,220,30000,4000,UnFurnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-nagasandra-bangalore-for-rs-4000/8a9f91d8734bb59001734c6372294444/detail
1, Kodigehalli,13.06,77.575,300,30000,4500,Semi Furnished,>10 years ,Bachelors,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-kodigehalli-bangalore-for-rs-4500/ff8081814fe04aa9014fe04c0faa0020/detail
2, Vijaya Nagar,12.959,77.536,1200,125000,12000,UnFurnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-vijaya-nagar-bangalore-for-rs-12000/8a9f998f7679d818017679f3727609e4/detail
1, Mahadevapura,12.991,77.687,600,50000,12000,Full Furnished,5-10 years ,All,15-Feb-2021,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-mahadevapura-bangalore-for-rs-12000/8a9f988276d729f40176d7557be81928/detail
3, Ulsoor,12.985,77.616,2000,120000,40000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-ulsoor-bangalore-for-rs-40000/ff80818169c451010169c80cd4544fc7/detail
1, Varthur,12.943,77.745,550,30000,6500,UnFurnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-varthur-bangalore-for-rs-6500/ff8081815f7c305c015f7c6ee49d0cc6/detail
2, Bellandur,12.925,77.673,1300,150000,24000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-24000/8a9f918a760f1da501760fd778292adc/detail
3, Gunjur Palya,12.92,77.728,1910,150000,24000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-gunjur-palya-bangalore-for-rs-24000/8a9f92c174e021720174e2858b64538d/detail
2, Pearl Regency Apartments,12.923,77.674,1230,100000,25000,Semi Furnished,>10 years ,Family,16-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-pearl-regency-apartments-bangalore-for-rs-25000/8a9fac8376f0ec3f0176f1824e5f3171/detail
2, Pearl Regency Apartments,12.923,77.674,1230,100000,25000,Semi Furnished,>10 years ,Family,16-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-pearl-regency-apartments-bangalore-for-rs-25000/8a9fac8376f0ec3f0176f1824e5f3171/detail
2, Banashankari,12.921,77.552,1200,125000,12000,UnFurnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-banashankari-bangalore-for-rs-12000/ff808181683180cf01683257fc670404/detail
1, Rr Nagar,12.914,77.507,600,75000,7000,Semi Furnished,>10 years ,Bachelors,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-rr-nagar-bangalore-for-rs-7000/8a9fb68276f56b010176f5a087351049/detail
2, Kaval Bairsandra Bus Stop,13.02,77.607,1000,150000,15000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kaval-bairsandra-bus-stop-bangalore-for-rs-15000/8a9fa48276b655920176b6acb1660485/detail
1, Kamakshipalya,12.99,77.527,200,30000,3500,UnFurnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-kamakshipalya-bangalore-for-rs-3500/ff8081816933f42b0169344429bd22f0/detail
2, Doddakannalli,12.912,77.699,900,75000,14500,UnFurnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-doddakannalli-bangalore-for-rs-14500/ff80818168c6ee3a0168c72e5e1d2632/detail
2, Yelahanka,13.104,77.605,950,100000,12000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-yelahanka-bangalore-for-rs-12000/8a9f998276d208a40176d25fab6b1f70/detail
2, J. P. Nagar,12.871,77.583,1400,90000,9000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-j.-p.-nagar-bangalore-for-rs-9000/ff80818167cfc6870167d04cf3393fe2/detail
1, Kadugodi,12.999,77.754,450,70000,7500,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-kadugodi-bangalore-for-rs-7500/ff8081815067152101506a6623ee0daf/detail
2, Rk Hegde Nagar,13.068,77.634,1100,130000,13000,Semi Furnished,3-5 years ,All,16-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-rk-hegde-nagar-bangalore-for-rs-13000/8a9fb08576f0ecb00176f13e87661adf/detail
2, Nandini Layout,13.02,77.542,1200,150000,16000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-nandini-layout-bangalore-for-rs-16000/8a9f93537471c6eb017476c88b441494/detail
1, Rampura Main Road,13.056,77.711,650,35000,6000,Full Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-rampura-main-road-bangalore-for-rs-6000/8a9f82a676190efd0176191d0d9c0447/detail
2, Ring View Residency,12.972,77.699,840,80000,20000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-ring-view-residency-bangalore-for-rs-20000/8a9fb08276e69cc40176e6b387db0765/detail
2, Sunkadakatte,12.994,77.494,700,50000,6000,UnFurnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sunkadakatte-bangalore-for-rs-6000/ff80818168ad6d1c0168ae1182895602/detail
2, Yelahanka New Town ,13.099,77.577,850,130000,13000,Semi Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-yelahanka-new-town--bangalore-for-rs-13000/ff8081815356e06b015359e0caf31055/detail
2, Sunkalpalya,12.903,77.493,800,120000,12000,Semi Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sunkalpalya-bangalore-for-rs-12000/ff8081815f58592a015f589eec3d232e/detail
2, Hara Vijaya Heights,12.863,77.526,1220,100000,13500,Semi Furnished,Newly Constructed,All,15-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hara-vijaya-heights-bangalore-for-rs-13500/8a9fb68276f56b010176f5ad3ef014e3/detail
1, Doddakannelli,12.913,77.699,600,50000,10500,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-doddakannelli-bangalore-for-rs-10500/8a9f919973e820df0173e829edda0387/detail
1, Malleswaram,13.008,77.571,500,75000,8000,UnFurnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-malleswaram-bangalore-for-rs-8000/8a9f92b9761d21d701761d2e9bba047f/detail
2, Chikkabellandur,12.903,77.707,1100,120000,24000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-chikkabellandur-bangalore-for-rs-24000/ff80818165420f4601654647c65e61be/detail
1, Kumaraswamy Layout,12.904,77.562,520,30000,7500,Semi Furnished,3-5 years ,All,16-Jan-2021,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-kumaraswamy-layout-bangalore-for-rs-7500/ff8081814ef4e1d6014efdc24e8c3d72/detail
2, Subramanyapura,12.894,77.539,929,100000,15000,Semi Furnished,5-10 years ,Family,05-Apr-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-subramanyapura-bangalore-for-rs-15000/ff80818157c6b6b90157c76adc9c2055/detail
3, Ranchenahalli,13.061,77.622,1600,100000,24000,Semi Furnished,Newly Constructed,All,01-Feb-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-ranchenahalli-bangalore-for-rs-24000/ff80818164d7894b0164da1d0c734439/detail
2, Bellandur,12.927,77.672,961,250000,26000,Semi Furnished,1-3 years ,All,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-26000/8a9f8a977062bdb80170727d378c2fe5/detail
2, Vidyaranyapura,13.075,77.559,600,100000,10000,UnFurnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-vidyaranyapura-bangalore-for-rs-10000/ff8081816c1dfaf8016c1eaf67355efd/detail
1, Samruddhi Layout Phase Ii,13.017,77.724,650,30000,7500,Semi Furnished,1-3 years ,Family,01-Feb-2021,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-samruddhi-layout-phase-ii-bangalore-for-rs-7500/ff808181659f65d901659f81d4460f6f/detail
1, Sunkadakatte,12.994,77.494,300,20000,3000,UnFurnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-sunkadakatte-bangalore-for-rs-3000/8a9f8b186ff094d1016ff0d7c659140c/detail
2, Yelahanka,13.115,77.607,1230,200000,26000,Semi Furnished,1-3 years ,All,17-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-yelahanka-bangalore-for-rs-26000/ff8081816d5c8854016d5c9788db0a19/detail
2, Marathahalli,12.962,77.713,1500,75000,20000,Semi Furnished,3-5 years ,All,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-marathahalli-bangalore-for-rs-20000/8a9fb28276e9d4700176ea492a0e0886/detail
2, Vajarahalli,12.874,77.536,1100,15000,15000,Full Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-vajarahalli-bangalore-for-rs-15000/ff8081816e4f6051016e54ddf8c019e3/detail
2, Btm Layout,12.924,77.618,600,70000,15000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-btm-layout-bangalore-for-rs-15000/ff80818164eedaaf0164eeefbf240da7/detail
2, Horamavu Agara,13.032,77.651,1110,80000,13500,Semi Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-horamavu-agara-bangalore-for-rs-13500/ff808181649c914101649c92fd54008b/detail
2, Bellandur,12.948,77.677,1235,250000,31500,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-31500/8a9f8e8576eb21b90176eb668bf31c28/detail
1, Indiranagar,12.978,77.641,1100,100000,25000,Semi Furnished,1-3 years ,All,01-Feb-2021,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-indiranagar-bangalore-for-rs-25000/8a9f926b739e072501739e70d8852878/detail
1, Kasturi Nagar,13.009,77.658,300,120000,12000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-kasturi-nagar-bangalore-for-rs-12000/ff80818151669a4001517370c6c16f67/detail
2, H Gollahalli ,12.875,77.478,700,55000,6700,Full Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-h-gollahalli--bangalore-for-rs-6700/8a9f94b676adf69b0176ae7c9e2a2a42/detail
1, J. P. Nagar,12.89,77.574,1200,50000,7500,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-j.-p.-nagar-bangalore-for-rs-7500/8a9f917475802f0201758332940c6407/detail
1, Hongasandra,12.889,77.626,300,10000,3000,UnFurnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-hongasandra-bangalore-for-rs-3000/ff8081816a81edab016a86e2d6c7139d/detail
2, Bellandur,12.924,77.674,1023,90000,21000,Semi Furnished,3-5 years ,All,31-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-21000/8a9f94c276c875e90176c8b3d86f15ff/detail
2, Aecs Layout,12.967,77.714,900,100000,18000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-aecs-layout-bangalore-for-rs-18000/ff80818151669a40015166d5f05e029b/detail
2, Jp Nagar,12.864,77.577,1000,150000,15000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-jp-nagar-bangalore-for-rs-15000/ff808181591b161501591b52026604cf/detail
2, Munnekollal,12.947,77.712,550,50000,13500,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-munnekollal-bangalore-for-rs-13500/8a9f92cd72cc43070172d0d5a5ab1644/detail
2, Laggere,13.009,77.53,600,70000,8000,UnFurnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-laggere-bangalore-for-rs-8000/8a9f80866fc809ef016fc83e592c144a/detail
1, Jeevanbheemanagar,12.96,77.656,400,40000,6000,UnFurnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-jeevanbheemanagar-bangalore-for-rs-6000/8a9f918a72a98b020172aee422d269c1/detail
2, Banswadi,13.015,77.66,1200,80000,15500,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-banswadi-bangalore-for-rs-15500/ff80818162ce0f580162d131f20e73da/detail
1, Choodasandra,12.889,77.674,650,25000,7000,UnFurnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-choodasandra-bangalore-for-rs-7000/8a9f8e8376f424c90176f49e65a40920/detail
2, Chikkabidarakallu,13.046,77.491,1200,200000,14000,Semi Furnished,Newly Constructed,Family,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-chikkabidarakallu-bangalore-for-rs-14000/ff8081816aa26c11016aa53160415b34/detail
1, Banashankari,12.944,77.555,500,100000,9500,Full Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-banashankari-bangalore-for-rs-9500/8a9f92fa72df512c0172e698701a2af5/detail
2, Banashankari,12.93,77.56,1600,100000,13000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-banashankari-bangalore-for-rs-13000/ff80818166444529016644f15ddc4009/detail
2, Benson Town,13.001,77.607,1100,250000,25000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-benson-town-bangalore-for-rs-25000/ff8081816bc61845016bcb512ab164af/detail
1, Hebbal,13.024,77.603,500,75000,7500,Semi Furnished,3-5 years ,All,16-Jan-2021,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-hebbal-bangalore-for-rs-7500/ff8081815a458dea015a45c288ea4240/detail
1, Chikka Adugodi,12.928,77.61,500,40000,11500,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-chikka-adugodi-bangalore-for-rs-11500/ff8081815b669885015b682103a90814/detail
2, Munnekollal,12.959,77.714,900,100000,18500,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-munnekollal-bangalore-for-rs-18500/ff80818166ecb6960166ef4d5d9c5e52/detail
1, Rr Nagar,12.903,77.498,600,40000,6000,UnFurnished,5-10 years ,Bachelors,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-rr-nagar-bangalore-for-rs-6000/8a9f91697313e3bc017315b031df2b75/detail
1, Rajajinagar,12.984,77.547,650,120000,12000,UnFurnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-rajajinagar-bangalore-for-rs-12000/8a9fa88376f18e6c0176f1980a3b02be/detail
2, Munnekollal,12.95,77.709,1000,50000,15000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-munnekollal-bangalore-for-rs-15000/8a9f93a3760361e8017603e9e6e92984/detail
2, Begur,12.887,77.625,1000,50000,10500,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-begur-bangalore-for-rs-10500/ff80818150a57a480150a7b9184405ff/detail
1, Lingarajapuram,13.009,77.627,300,50000,6000,UnFurnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-lingarajapuram-bangalore-for-rs-6000/8a9f938974c536cc0174c8f32a7d0729/detail
1, Electronic City,12.848,77.683,500,30000,7000,UnFurnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-electronic-city-bangalore-for-rs-7000/ff8081815746820a015746fed7351bf2/detail
2, Btm Layout,12.917,77.61,850,70000,16000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-btm-layout-bangalore-for-rs-16000/8a9f9c8276ec67b60176ec9d71061190/detail
1, J. P. Nagar,12.906,77.586,450,60000,9200,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-j.-p.-nagar-bangalore-for-rs-9200/8a9fab8276e5f8530176e619b4af0da8/detail
2, Aavalahalli,13.042,77.744,1280,210000,21000,Full Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-aavalahalli-bangalore-for-rs-21000/8a9f92877477c98c01747862d7aa4592/detail
1, Hsr Layout,12.906,77.65,600,75000,16000,Semi Furnished,3-5 years ,All,01-Mar-2021,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-hsr-layout-bangalore-for-rs-16000/ff8081815c93c424015c9594ec1d3205/detail
1, Koramangala ,12.94,77.618,300,40000,10000,Semi Furnished,5-10 years ,Bachelors,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-koramangala--bangalore-for-rs-10000/8a9f910974303030017430382c0b02e5/detail
2, Bilekahalli,12.901,77.609,1000,125000,16000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bilekahalli-bangalore-for-rs-16000/ff808181698a359901698f3cdaa009a5/detail
2, Devarachikkana Halli,12.884,77.62,900,125000,16000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-devarachikkana-halli-bangalore-for-rs-16000/ff8081816c841b9c016c8540309e3c6c/detail
1, Yarandahalli,12.805,77.678,500,30000,5000,UnFurnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-yarandahalli-bangalore-for-rs-5000/ff80818169a9ea980169afea86d84228/detail
1, Jayanagar,12.933,77.587,850,140000,14000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-jayanagar-3rd-block-east-jayanagar-bangalore-for-rs-14000/ff8081816bdfc7d6016bdfcc59860394/detail
2, Kommasandra,12.871,77.735,1000,50000,14000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kommasandra-bangalore-for-rs-14000/ff8081816300c1af016305a338d47d8d/detail
2, Horamavu,13.021,77.661,1164,150000,21000,Semi Furnished,Newly Constructed,All,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-horamavu-bangalore-for-rs-21000/ff80818156e108750156e430cc791fe4/detail
4, Nagarbhavi,12.974,77.51,4000,600000,55000,UnFurnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/4%2b-bhk-apartment-for-rent-in-nagarbhavi-bangalore-for-rs-55000/ff80818166f3679d0166f6d6ce866a9e/detail
3, Koramangala,12.933,77.629,1300,300000,45000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-koramangala-4th-block-koramangala-bangalore-for-rs-45000/8a9f82a77213fe9e017216be70d835d9/detail
2, Hennur,13.039,77.644,500,80000,11000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hennur-bangalore-for-rs-11000/8a9f8228765c373d01765c51d4f40804/detail
2, Btm Layout,12.923,77.617,600,40000,8500,UnFurnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-madiwala-1st-stage-btm-layout-bangalore-for-rs-8500/8a9f8bf370c5afa70170c806ea0d3eb8/detail
2, Attiguppe ,12.958,77.529,600,95000,9500,Semi Furnished,>10 years ,Family,11-Mar-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-attiguppe--bangalore-for-rs-9500/ff8081815dfa185a015dfaca2c216d58/detail
2, Btm Layout,12.921,77.616,1200,40000,13000,UnFurnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-btm-layout-bangalore-for-rs-13000/8a9f91017568e315017568eb7c61041a/detail
1, Ramamurthy Nagar,13.016,77.678,600,70000,9000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-ramamurthy-nagar-bangalore-for-rs-9000/ff80818152ab67620152b5d31e946292/detail
2, Vidyaranyapura,13.089,77.545,1000,120000,12000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-vidyaranyapura-bangalore-for-rs-12000/8a9fac8276ec67bf0176ecc639461e71/detail
2, Kasavanahalli,12.912,77.679,1250,150000,20000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kasavanahalli-bangalore-for-rs-20000/ff8081816de1fda7016de45fd1cf7ea2/detail
1, Hebbagodi,12.826,77.68,500,25000,6000,UnFurnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-hebbagodi-bangalore-for-rs-6000/ff8081816840cebd0168420184985c2c/detail
2, Varthur,12.938,77.747,700,50000,10000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-varthur-bangalore-for-rs-10000/8a9f929f76943d0e01769494d96019bd/detail
1, Kaval Bairasandra,13.023,77.609,1000,100000,11000,Semi Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-kaval-bairasandra-bangalore-for-rs-11000/ff80818166d3526e0166d3812926145a/detail
2, Horamavu,13.039,77.659,1000,75000,13500,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-horamavu-bangalore-for-rs-13500/8a9fa48276f4c6220176f4f781770b3c/detail
3, Parappana Agrahara,12.89,77.668,1850,350000,46000,Full Furnished,1-3 years ,All,01-Feb-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-parappana-agrahara-bangalore-for-rs-46000/8a9fac8276f421520176f4caf74410e9/detail
3, Nagawara,13.041,77.624,1250,100000,16500,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-nagawara-bangalore-for-rs-16500/8a9f9d8276f0e9770176f1155ab10f0d/detail
2, Kaval Bairasandra,13.023,77.609,1500,150000,20000,Semi Furnished,>10 years ,All,20-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kaval-bairasandra-bangalore-for-rs-20000/ff80818166d3526e0166d38171c3148d/detail
2, Electronic City,12.843,77.689,1200,100000,12000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-electronic-city-bangalore-for-rs-12000/ff8081816a4e99f8016a4e9b5cf70098/detail
2, Srirampura,13.068,77.62,2000,200000,18000,Semi Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-srirampura-bangalore-for-rs-18000/8a9fa38276e1767a0176e1f6dd5f2cc0/detail
2, Bommanahalli,12.903,77.624,850,50000,12500,Semi Furnished,5-10 years ,All,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bommanahalli-bangalore-for-rs-12500/8a9fb1bd76b86b210176b9d3a2c154b2/detail
