BHK,Address,Latitude,Longitude,Size(Acres),Deposit(Rs),Rent(Rs),Furnishing,Property Age,Available For, Immediate Possesion,Link
1, Hsr Layout 7th Sector Near Vasudeva Adigas,12.919,77.602,300,30000,6500,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-hsr-layout-7th-sector-near-vasudeva-adigas-bangalore-for-rs-6500/ff8081815f783c0d015f7b8650d733fe/detail
1, Sunkadakatte,12.996,77.496,440,35000,4500,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-sunkadakatte-bangalore-for-rs-4500/ff8081815fb90c31015fb90eb47b00e3/detail
1, Krishnarajapura,13.016,77.716,800,150000,12000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-krishnarajapura-bangalore-for-rs-12000/ff80818168fafa040168fb3090751c91/detail
2, Vimanapura,12.966,77.676,900,50000,13000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-vimanapura-bangalore-for-rs-13000/ff80818161eff9bc0161f0ad77e40af5/detail
3,opp Iskon Temple,13.013,77.551,1770,250000,42000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-mahalakshmi-layout-opp-iskon-temple-bangalore-for-rs-42000/ff8081816b02709b016b0278c2a50431/detail
2, Hsr Layout,12.914,77.637,600,75000,15000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hsr-layout-bangalore-for-rs-15000/8a9f93a276035eac017603c59c2d2201/detail
2, India,13.127,77.63,600,50000,10000,Semi Furnished,Under Construction,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bsf-signal-training-school-sathnur-village-bengaluru-karnataka-india-bangalore-for-rs-10000/ff808181697afd4e01697b6acdbd1d57/detail
1, Btm Layout,12.925,77.615,400,40000,10000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-1st-stage-btm-layout-bangalore-for-rs-10000/ff80818167083e3101670add7d4c563a/detail
1, Yellahanka New Town,13.098,77.569,900,80000,8000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-yellahanka-new-town-bangalore-for-rs-8000/ff80818160ea53ee0160f41f03525c88/detail
2, Jp Nagar 7th Phase,12.887,77.578,1100,130000,18000,Semi Furnished,5-10 years ,Family,15-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-jp-nagar-7th-phase-bangalore-for-rs-18000/8a9f998276ef9fb60176f034d9d52e7d/detail
2, Neelsandra,12.952,77.612,600,100000,10000,UnFurnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-neelsandra-bangalore-for-rs-10000/8a9f919375d50cfb0175d52d2cea0ad8/detail
1, Sarjapur,12.861,77.778,600,60000,6000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-sarjapur-bangalore-for-rs-6000/ff80818151e815a60151e8461d1303ef/detail
2, Arekere,12.887,77.606,850,72000,12000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-arekere-bangalore-for-rs-12000/8a9f9f8276c438be0176c81fb8a76f85/detail
3, Byatarayanapura,13.07,77.587,1698,250000,25000,Semi Furnished,5-10 years ,All,01-Feb-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-byatarayanapura-bangalore-for-rs-25000/ff8081816965e5ec0169664d4f4b4888/detail
2, Narayanapura,13.071,77.642,1000,85000,14000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-narayanapura-bangalore-for-rs-14000/ff808181694f57c701695190aea02b61/detail
2, Hennur Gardens,13.026,77.647,1200,150000,16000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hennur-gardens-bangalore-for-rs-16000/8a9f809672183e7b01721d834c436533/detail
2, Sultanpalya,13.024,77.603,850,150000,16000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sultanpalya-bangalore-for-rs-16000/ff80818155058adf015505c0b04005f5/detail
2, Mahadevapura,12.988,77.7,1150,150000,22000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-mahadevapura-bangalore-for-rs-22000/ff8081814eafa764014eaffdfd110332/detail
2, Mahadevapura,12.988,77.7,1150,150000,22000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-mahadevapura-bangalore-for-rs-22000/ff8081814eafa764014eaffdfd110332/detail
3, Krishnarajapura,13.018,77.708,1407,200000,25000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-krishnarajapura-bangalore-for-rs-25000/ff8081816acdd828016ad39c389f406d/detail
1, R.m.v. 2nd Stage,13.039,77.565,400,60000,11000,Semi Furnished,1-3 years ,All,31-Jan-2021,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-r.m.v.-2nd-stage-bangalore-for-rs-11000/ff80818169344617016934df2e7039f7/detail
3, Raghuvanahalli,12.879,77.544,1715,300000,30000,Semi Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-raghuvanahalli-bangalore-for-rs-30000/ff8081815e65e574015e65f38cde0940/detail
2, C V Raman Nagar,12.975,77.665,1152,180000,18000,Semi Furnished,1-3 years ,Family,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-c-v-raman-nagar-bangalore-for-rs-18000/ff80818150f505150150fba642922c7a/detail
2, Murgesh Pallya,12.955,77.651,1200,100000,25000,Full Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-murgesh-pallya-bangalore-for-rs-25000/8a9fa38276ef9fc40176f03d2e073143/detail
1, Krishnarajapura,13.002,77.713,450,60000,11000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-krishnarajapura-bangalore-for-rs-11000/ff808181538a8f8f01538e9fa82239c3/detail
2, Chikkabellandur,12.92,77.695,1350,250000,42000,Full Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-chikkabellandur-bangalore-for-rs-42000/ff80818164caf40f0164cb9bcb12303f/detail
2, Kasavanahalli,12.91,77.678,1200,100000,25000,Semi Furnished,Newly Constructed,All,15-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kasavanahalli-bangalore-for-rs-25000/ff8081815cb59627015cba2fe205142b/detail
1, Sanjay Nagar,13.036,77.577,300,25000,6000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-sanjay-nagar-bangalore-for-rs-6000/ff8081816e230675016e2838dc636b1e/detail
3, Indira Nagar,12.978,77.641,1510,350000,50000,Full Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-indira-nagar-bangalore-for-rs-50000/8a9f916b731830fb017318b578f140da/detail
3, Kaikondrahalli,12.915,77.676,1700,150000,35000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-kaikondrahalli-bangalore-for-rs-35000/ff8081815ff78540015ff78bced30227/detail
2, Hsr Layout,12.918,77.653,1000,230000,23000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hsr-layout-bangalore-for-rs-23000/ff8081816294ad69016294c2e6bc059a/detail
3, Yeswanthpur,13.022,77.559,1200,200000,20000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-yeswanthpur-bangalore-for-rs-20000/8a9fa08276db06560176db88e6b52ba4/detail
2, Thanisandra,13.056,77.631,960,18000,18000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-thanisandra-bangalore-for-rs-18000/8a9f92cc72cc41670172ccd460513b8e/detail
1, Thammenahalli Village,13.084,77.495,350,50000,4500,UnFurnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-thammenahalli-village-bangalore-for-rs-4500/8a9f9282766f84f90176702866d9374a/detail
1, Pavamanapura,12.874,77.517,600,50000,5000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-pavamanapura-bangalore-for-rs-5000/8a9f9e8276e630be0176e67754cd1bf4/detail
1, Rmv Extension Stage 2,13.041,77.564,1000,90000,12000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-rmv-extension-stage-2-bangalore-for-rs-12000/8a9f86a170af18e20170aff1ef2867f1/detail
3, Subramanyapura,12.891,77.543,1700,200000,20000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-subramanyapura-bangalore-for-rs-20000/8a9f919375d50cfb0175d59346a22ace/detail
2, Malleshwaram,12.998,77.573,1000,200000,20000,Full Furnished,Under Construction,All,31-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-malleshwaram-bangalore-for-rs-20000/8a9fad8276e4ae500176e5479b4f0cf3/detail
1, Devinagar,13.051,77.571,300,30000,6000,UnFurnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-devinagar-bangalore-for-rs-6000/8a9f939c6fd298cc016fd2cc6c571721/detail
3, Marathahalli,12.967,77.687,1100,100000,18000,UnFurnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-marathahalli-bangalore-for-rs-18000/ff8081816a39c381016a3f47a6f02a82/detail
2, Domlur,12.958,77.638,600,50000,10000,UnFurnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-domlur-bangalore-for-rs-10000/8a9f933873e6ff050173e762085a2cf5/detail
2, Horamavu,12.917,77.611,1120,150000,15000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-horamavu-bangalore-for-rs-15000/ff8081814f5dc924014f6085ef8c18d7/detail
1, Hongasandra,12.896,77.628,300,30000,5500,UnFurnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-hongasandra-bangalore-for-rs-5500/ff8081815d5a7ce3015d5a9143750289/detail
1, Uttarahalli Hobli,12.909,77.549,200,30000,5000,Semi Furnished,5-10 years ,Bachelors,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-uttarahalli-hobli-bangalore-for-rs-5000/ff80818169668ada01696a8d89733b86/detail
3, Jalahalli,13.038,77.537,1870,230000,23000,Semi Furnished,5-10 years ,Family,01-Feb-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-jalahalli-bangalore-for-rs-23000/ff8081816a357fb7016a390e3bad6cef/detail
2, Samethanahalli,12.982,77.786,600,60000,10000,Semi Furnished,Newly Constructed,Family,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-samethanahalli-bangalore-for-rs-10000/8a9f998276ef9fb60176f02b70d62af0/detail
1, Uttarahalli Hobli,12.909,77.549,200,30000,5000,Semi Furnished,5-10 years ,Bachelors,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-uttarahalli-hobli-bangalore-for-rs-5000/ff80818169668ada01696a8d89733b86/detail
3, Jalahalli,13.038,77.537,1870,230000,23000,Semi Furnished,5-10 years ,Family,01-Feb-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-jalahalli-bangalore-for-rs-23000/ff8081816a357fb7016a390e3bad6cef/detail
2, Samethanahalli,12.982,77.786,600,60000,10000,Semi Furnished,Newly Constructed,Family,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-samethanahalli-bangalore-for-rs-10000/8a9f998276ef9fb60176f02b70d62af0/detail
1, Near New Bbmp Office Begur Main Road Yajaman Layout Bangalore,12.881,77.622,750,40000,8000,Full Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-near-new-bbmp-office-begur-main-road-yajaman-layout-bangalore-bangalore-for-rs-8000/8a9f91ab72b6c58b0172b8a16ebe3d76/detail
1, Lingarajapuram,13.014,77.626,1200,75000,7500,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-lingarajapuram-bangalore-for-rs-7500/ff8081816ab58cb2016ab58f373201df/detail
1, Vidyaranyapura,13.08,77.562,500,50000,6000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-vidyaranyapura-bangalore-for-rs-6000/ff8081815dad8e0f015db11756230893/detail
3, Thanisandra,13.062,77.616,1400,300000,32000,Semi Furnished,Newly Constructed,Family,18-Jan-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-rachenahalli-thanisandra-bangalore-for-rs-32000/8a9f9c8276d208a50176d281b6102c38/detail
3, Whitefield,12.981,77.757,1150,70000,19000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-19000/ff80818155f038680155f240a33f0924/detail
1, Begur,12.885,77.627,350,50000,6500,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-patel-layout-vishwapriya-nagar-begur-bangalore-for-rs-6500/8a9f91bd739e06d801739e7c81b52efc/detail
1, Jalahalli West,13.065,77.531,400,55000,5500,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-jalahalli-west-bangalore-for-rs-5500/ff8081816d72016f016d726fc3344168/detail
1, Jp Nagar,12.881,77.584,550,50000,6800,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-jp-nagar-bangalore-for-rs-6800/ff80818168178fb60168190a2c1c6542/detail
2, Bidare Agraha,13.031,77.742,1200,35000,7500,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bidare-agraha-bangalore-for-rs-7500/ff80818165039be1016504b1aaed3de9/detail
2, Kodichikkanahalli,12.898,77.619,850,90000,9000,Semi Furnished,>10 years ,All,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kodichikkanahalli-bangalore-for-rs-9000/8a9f9f8276e5534e0176e59b97ac14c9/detail
1, Koramangala,12.919,77.616,700,40000,10000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-koramangala-bangalore-for-rs-10000/8a9fab8276eb1e880176eb5e2d5d19a7/detail
1, Mahadevapura,12.994,77.673,600,90000,9000,UnFurnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-mahadevapura-bangalore-for-rs-9000/ff80818167ef3b250167efd40a05551d/detail
3, Rr Nagar,12.919,77.52,1800,280000,28000,Semi Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-rr-nagar-bangalore-for-rs-28000/8a9f922872fa1df00172fa49532f1635/detail
2, Mahadevapura,12.994,77.673,600,100000,10000,UnFurnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-mahadevapura-bangalore-for-rs-10000/ff8081815b5d2084015b5ecfe9d95972/detail
1, Basaweshwara Nagar,12.995,77.526,500,50000,5600,UnFurnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-basaweshwara-nagar-bangalore-for-rs-5600/ff8081816108a00501610d2bf7dc01df/detail
2, Brookefield,12.96,77.714,1312,150000,20000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-brookefield-bangalore-for-rs-20000/8a9f9d8276b1d44b0176b207f5060c84/detail
1, Rt Nagar,13.028,77.601,700,70000,11000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-rt-nagar-bangalore-for-rs-11000/ff808181689e2ace01689e41fd3d0fbe/detail
2, Kpc Layout,12.904,77.679,1600,75000,18000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kpc-layout-bangalore-for-rs-18000/8a9f91b57540f63201754431584d1b75/detail
2, Battarahalli,13.024,77.699,778,135000,13500,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-battarahalli-bangalore-for-rs-13500/ff80818167eabaec0167edce6ebe6640/detail
2, Jalahalli,13.064,77.531,800,110000,11000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-jalahalli-bangalore-for-rs-11000/ff8081816069a501016069b6986107a5/detail
2, India,12.942,77.524,1200,100000,10000,Semi Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-nayandahalli-iti-layout-dr.ambedkar-nagar-nayanda-halli-bengaluru-karnataka-india-bangalore-for-rs-10000/ff80818163d4eae50163d8cdf6521505/detail
2, Jp Nagar 7th Phase,12.887,77.582,850,100000,13000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-jp-nagar-7th-phase-bangalore-for-rs-13000/ff8081815c7b78fd015c7b82600a0141/detail
1, Kumbalgodu,12.884,77.452,790,50000,7000,Semi Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-kumbalgodu-bangalore-for-rs-7000/8a9f924775457abd017545c7d6e52734/detail
1, Dasarahalli,13.056,77.612,350,85000,8500,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-dasarahalli-bangalore-for-rs-8500/8a9f8c397298d4d7017298f3f85b0d44/detail
2, Ombr Layout,13.008,77.647,1305,220000,20000,UnFurnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-ombr-layout-bangalore-for-rs-20000/ff8081815641e74d015644ce8d80261e/detail
2, Cooke Town,13.0,77.621,1200,250000,25000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-cooke-town-bangalore-for-rs-25000/8a9f9269760440da01760471d10a0f45/detail
1, Yelahanka New Town,13.098,77.578,600,70000,7000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-yelahanka-new-town-bangalore-for-rs-7000/ff80818163ddd7b60163df16c2886447/detail
2, Bellandur,12.916,77.698,1191,40000,24000,Full Furnished,5-10 years ,Family,01-Mar-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-24000/8a9f988376c956570176cbaaa9bf41d5/detail
2, Banashankari,12.934,77.543,1200,180000,20000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-banashankari-bangalore-for-rs-20000/8a9f8a127278a726017278ab87ed0233/detail
1, J. P. Nagar,12.916,77.58,500,90000,9000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-j.-p.-nagar-bangalore-for-rs-9000/ff8081815582790d015586cb286c6203/detail
2, Yelahanka,13.134,77.572,1305,75000,20000,Semi Furnished,3-5 years ,All,25-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-yelahanka-bangalore-for-rs-20000/8a02ec466f28c74c016f2eb6241356e1/detail
1, K R Puram,13.035,77.704,450,50000,6500,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-k-r-puram-bangalore-for-rs-6500/ff80818163f299c70163f6e2dca277f9/detail
1, C V Raman Nagar,12.984,77.657,600,50000,14000,UnFurnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-c-v-raman-nagar-bangalore-for-rs-14000/ff8081816c8fe952016c93194c970d05/detail
2, Vijaya Bank Colony Main Road,13.016,77.66,1600,100000,16500,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-vijaya-bank-colony-main-road-bangalore-for-rs-16500/8a9f9f8d76ef9ef20176f0252c2227ea/detail
2, Doctors Layout,13.007,77.658,1600,175000,23000,UnFurnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-doctors-layout-bangalore-for-rs-23000/ff808181699f97cd01699fadbf730909/detail
